time_start,time_end,cloud_description,relative_humidity,clouds,precip,temperature,icon,code
2019-11-11,2019-11-12,Light_rain,,,,,,
2019-11-12,2019-11-13,Light_rain,,,,,,
2019-11-13,2019-11-14,Light_rain,76.33,89.33,0.67,24.33,r01n,500
2019-11-14,2019-11-15,Light_rain,83.0,96.0,1.0,23.0,r01n,500
2019-11-15,2019-11-16,Light_rain,,,,,,
2019-11-16,2019-11-17,Light_rain,,,,,,
2019-11-17,2019-11-18,Light_rain,,,,,,
2019-11-18,2019-11-19,Light_rain,,,,,,
2019-11-19,2019-11-20,Light_rain,,,,,,
2019-11-20,2019-11-21,Light_rain,,,,,,
2019-11-21,2019-11-22,Light_rain,,,,,,
2019-11-22,2019-11-23,Light_rain,,,,,,
2019-11-23,2019-11-24,Light_rain,,,,,,
2019-11-24,2019-11-25,Light_rain,,,,,,
2019-11-25,2019-11-26,Light_rain,,,,,,
2019-11-26,2019-11-27,Light_rain,,,,,,
2019-11-27,2019-11-28,Light_rain,,,,,,
2019-11-28,2019-11-29,Light_rain,,,,,,
2019-11-29,2019-11-30,Light_rain,,,,,,
2019-11-30,2019-12-01,Light_rain,,,,,,
2019-12-01,2019-12-02,Light_rain,,,,,,
2019-12-02,2019-12-03,Light_rain,,,,,,
2019-12-03,2019-12-04,Light_rain,,,,,,
2019-12-04,2019-12-05,Light_rain,,,,,,
2019-12-05,2019-12-06,Light_rain,,,,,,
2019-12-06,2019-12-07,Light_rain,,,,,,
2019-12-07,2019-12-08,Light_rain,,,,,,
2019-12-08,2019-12-09,Light_rain,,,,,,
2019-12-09,2019-12-10,Light_rain,,,,,,
2019-12-10,2019-12-11,Light_rain,,,,,,
2019-12-11,2019-12-12,Light_rain,,,,,,
2019-12-12,2019-12-13,Light_rain,,,,,,
2019-12-13,2019-12-14,Light_rain,,,,,,
2019-12-14,2019-12-15,Light_rain,,,,,,
2019-12-15,2019-12-16,Light_rain,,,,,,
2019-12-16,2019-12-17,Light_rain,,,,,,
2019-12-17,2019-12-18,Light_rain,,,,,,
2019-12-18,2019-12-19,Light_rain,,,,,,
2019-12-19,2019-12-20,Light_rain,,,,,,
2019-12-20,2019-12-21,Light_rain,,,,,,
2019-12-21,2019-12-22,Light_rain,,,,,,
2019-12-22,2019-12-23,Light_rain,,,,,,
2019-12-23,2019-12-24,Light_rain,,,,,,
2019-12-24,2019-12-25,Light_rain,,,,,,
2019-12-25,2019-12-26,Light_rain,,,,,,
2019-12-26,2019-12-27,Light_rain,,,,,,
2019-12-27,2019-12-28,Light_rain,,,,,,
2019-12-28,2019-12-29,Light_rain,94.0,84.0,0.0,24.0,r01n,500
2019-12-29,2019-12-30,Light_rain,85.5,97.3,0.5,24.4,r01n,500
2019-12-30,2019-12-31,Light_rain,75.5,98.0,0.0,25.0,r01n,500
2019-12-31,2020-01-01,Light_rain,,,,,,
2020-01-01,2020-01-02,Light_rain,,,,,,
2020-01-02,2020-01-03,Light_rain,,,,,,
2020-01-03,2020-01-04,Light_rain,,,,,,
2020-01-04,2020-01-05,Light_rain,,,,,,
2020-01-05,2020-01-06,Light_rain,,,,,,
2020-01-06,2020-01-07,Light_rain,,,,,,
2020-01-07,2020-01-08,Light_rain,,,,,,
2020-01-08,2020-01-09,Light_rain,,,,,,
2020-01-09,2020-01-10,Light_rain,,,,,,
2020-01-10,2020-01-11,Light_rain,,,,,,
2020-01-11,2020-01-12,Light_rain,,,,,,
2020-01-12,2020-01-13,Light_rain,,,,,,
2020-01-13,2020-01-14,Light_rain,,,,,,
2020-01-14,2020-01-15,Light_rain,,,,,,
2020-01-15,2020-01-16,Light_rain,,,,,,
2020-01-16,2020-01-17,Light_rain,,,,,,
2020-01-17,2020-01-18,Light_rain,,,,,,
2020-01-18,2020-01-19,Light_rain,,,,,,
2020-01-19,2020-01-20,Light_rain,,,,,,
2020-01-20,2020-01-21,Light_rain,81.5,55.0,1.33,27.83,r01d,500
2020-01-21,2020-01-22,Light_rain,92.5,88.25,2.0,24.0,r01n,500
2020-01-22,2020-01-23,Light_rain,84.0,86.0,0.0,24.5,r01n,500
2020-01-23,2020-01-24,Light_rain,,,,,,
2020-01-24,2020-01-25,Light_rain,,,,,,
2020-01-25,2020-01-26,Light_rain,,,,,,
2020-01-26,2020-01-27,Light_rain,,,,,,
2020-01-27,2020-01-28,Light_rain,,,,,,
2020-01-28,2020-01-29,Light_rain,92.0,94.67,0.0,24.33,r01n,500
2020-01-29,2020-01-30,Light_rain,,,,,,
2020-01-30,2020-01-31,Light_rain,,,,,,
