time_start,time_end,cloud_description,relative_humidity,clouds,precip,temperature,icon,code
2017-10-01,2017-10-02,Scattered_clouds,,,,,,
2017-10-02,2017-10-03,Scattered_clouds,65.0,34.5,0.0,27.0,c02d,802
2017-10-03,2017-10-04,Scattered_clouds,,,,,,
2017-10-04,2017-10-05,Scattered_clouds,71.0,36.5,0.0,25.5,c02d,802
2017-10-05,2017-10-06,Scattered_clouds,68.0,31.5,0.0,25.5,c02d,802
2017-10-06,2017-10-07,Scattered_clouds,,,,,,
2017-10-07,2017-10-08,Scattered_clouds,71.0,40.0,0.0,24.0,c02n,802
2017-10-08,2017-10-09,Scattered_clouds,69.58,31.25,0.0,25.58,c02n,802
2017-10-09,2017-10-10,Scattered_clouds,80.2,26.8,0.0,21.6,c02n,802
2017-10-10,2017-10-11,Scattered_clouds,65.25,32.5,0.0,26.25,c02d,802
2017-10-11,2017-10-12,Scattered_clouds,,,,,,
2017-10-12,2017-10-13,Scattered_clouds,,,,,,
2017-10-13,2017-10-14,Scattered_clouds,60.0,29.88,0.0,28.12,c02d,802
2017-10-14,2017-10-15,Scattered_clouds,76.0,27.12,0.0,23.75,c02n,802
2017-10-15,2017-10-16,Scattered_clouds,72.67,23.67,0.0,25.0,c02n,802
2017-10-16,2017-10-17,Scattered_clouds,66.75,31.5,0.0,27.0,c02d,802
2017-10-17,2017-10-18,Scattered_clouds,75.67,27.0,0.0,24.0,c02n,802
2017-10-18,2017-10-19,Scattered_clouds,64.0,28.0,0.0,31.0,c02d,802
2017-10-19,2017-10-20,Scattered_clouds,69.0,27.0,0.0,24.0,c02d,802
2017-10-20,2017-10-21,Scattered_clouds,66.0,29.5,0.0,25.5,c02d,802
2017-10-21,2017-10-22,Scattered_clouds,72.0,33.0,0.0,24.0,c02n,802
2017-10-22,2017-10-23,Scattered_clouds,,,,,,
2017-10-23,2017-10-24,Scattered_clouds,72.33,34.33,0.0,25.0,c02n,802
2017-10-24,2017-10-25,Scattered_clouds,,,,,,
2017-10-25,2017-10-26,Scattered_clouds,65.67,31.67,0.0,26.67,c02d,802
2017-10-26,2017-10-27,Scattered_clouds,57.4,31.4,0.0,29.6,c02d,802
2017-10-27,2017-10-28,Scattered_clouds,73.83,30.67,0.0,24.0,c02n,802
2017-10-28,2017-10-29,Scattered_clouds,,,,,,
2017-10-29,2017-10-30,Scattered_clouds,,,,,,
2017-10-30,2017-10-31,Scattered_clouds,76.0,39.0,0.0,25.0,c02n,802
2017-10-31,2017-11-01,Scattered_clouds,,,,,,
2017-11-01,2017-11-02,Scattered_clouds,,,,,,
2017-11-02,2017-11-03,Scattered_clouds,73.0,27.0,0.0,25.0,c02n,802
2017-11-03,2017-11-04,Scattered_clouds,,,,,,
2017-11-04,2017-11-05,Scattered_clouds,,,,,,
2017-11-05,2017-11-06,Scattered_clouds,65.86,34.29,0.0,25.14,c02d,802
2017-11-06,2017-11-07,Scattered_clouds,53.0,28.5,0.0,17.75,c02d,802
2017-11-07,2017-11-08,Scattered_clouds,64.42,29.33,0.0,22.0,c02n,802
2017-11-08,2017-11-09,Scattered_clouds,70.8,27.6,0.0,22.8,c02n,802
2017-11-09,2017-11-10,Scattered_clouds,69.54,27.38,0.0,23.31,c02n,802
2017-11-10,2017-11-11,Scattered_clouds,66.9,34.2,0.0,24.5,c02n,802
2017-11-11,2017-11-12,Scattered_clouds,65.0,31.83,0.0,25.33,c02d,802
2017-11-12,2017-11-13,Scattered_clouds,,,,,,
2017-11-13,2017-11-14,Scattered_clouds,,,,,,
2017-11-14,2017-11-15,Scattered_clouds,51.0,34.0,0.0,30.0,c02d,802
2017-11-15,2017-11-16,Scattered_clouds,67.5,25.5,0.0,24.33,c02d,802
2017-11-16,2017-11-17,Scattered_clouds,63.78,31.67,0.0,25.44,c02d,802
2017-11-17,2017-11-18,Scattered_clouds,,,,,,
2017-11-18,2017-11-19,Scattered_clouds,68.09,29.55,0.0,25.64,c02d,802
2017-11-19,2017-11-20,Scattered_clouds,69.8,36.6,0.0,24.0,c02d,802
2017-11-20,2017-11-21,Scattered_clouds,58.0,40.0,0.0,27.0,c02d,802
2017-11-21,2017-11-22,Scattered_clouds,60.0,39.33,0.0,27.67,c02d,802
2017-11-22,2017-11-23,Scattered_clouds,66.5,33.0,0.0,24.25,c02n,802
2017-11-23,2017-11-24,Scattered_clouds,60.0,29.2,0.0,26.4,c02d,802
2017-11-24,2017-11-25,Scattered_clouds,77.17,34.67,0.0,22.0,c02n,802
2017-11-25,2017-11-26,Scattered_clouds,58.5,38.5,0.0,28.5,c02d,802
2017-11-26,2017-11-27,Scattered_clouds,60.75,31.75,0.0,27.5,c02n,802
2017-11-27,2017-11-28,Scattered_clouds,58.33,36.0,0.0,28.5,c02d,802
2017-11-28,2017-11-29,Scattered_clouds,,,,,,
2017-11-29,2017-11-30,Scattered_clouds,,,,,,
2017-11-30,2017-12-01,Scattered_clouds,,,,,,
2017-12-01,2017-12-02,Scattered_clouds,68.57,31.86,0.0,25.43,c02d,802
2017-12-02,2017-12-03,Scattered_clouds,,,,,,
2017-12-03,2017-12-04,Scattered_clouds,,,,,,
2017-12-04,2017-12-05,Scattered_clouds,,,,,,
2017-12-05,2017-12-06,Scattered_clouds,72.5,33.17,0.0,25.5,c02n,802
2017-12-06,2017-12-07,Scattered_clouds,66.33,31.67,0.0,26.33,c02n,802
2017-12-07,2017-12-08,Scattered_clouds,,,,,,
