time_start,time_end,cloud_description,relative_humidity,clouds,precip,temperature,icon,code
2017-10-01,2017-10-02,Overcast_clouds,65.4,81.2,0.0,24.3,c04n,804
2017-10-02,2017-10-03,Overcast_clouds,73.69,86.88,0.0,23.94,c04n,804
2017-10-03,2017-10-04,Overcast_clouds,78.55,82.18,0.0,23.64,c04n,804
2017-10-04,2017-10-05,Overcast_clouds,74.29,88.71,0.0,24.59,c04n,804
2017-10-05,2017-10-06,Overcast_clouds,72.55,80.0,0.0,24.36,c04n,804
2017-10-06,2017-10-07,Overcast_clouds,75.25,88.08,0.0,24.42,c04n,804
2017-10-07,2017-10-08,Overcast_clouds,74.29,85.79,0.0,24.79,c04n,804
2017-10-08,2017-10-09,Overcast_clouds,66.2,85.0,0.0,26.2,c04d,804
2017-10-09,2017-10-10,Overcast_clouds,80.67,85.67,0.0,21.33,c04n,804
2017-10-10,2017-10-11,Overcast_clouds,81.75,81.0,0.0,21.0,c04n,804
2017-10-11,2017-10-12,Overcast_clouds,71.42,95.17,0.0,23.79,c04n,804
2017-10-12,2017-10-13,Overcast_clouds,70.09,92.36,0.0,24.91,c04n,804
2017-10-13,2017-10-14,Overcast_clouds,78.0,84.6,0.0,23.0,c04n,804
2017-10-14,2017-10-15,Overcast_clouds,66.75,94.88,0.0,26.38,c04d,804
2017-10-15,2017-10-16,Overcast_clouds,76.5,87.33,0.0,23.5,c04n,804
2017-10-16,2017-10-17,Overcast_clouds,74.2,89.1,0.0,23.2,c04n,804
2017-10-17,2017-10-18,Overcast_clouds,71.14,93.0,0.0,25.71,c04d,804
2017-10-18,2017-10-19,Overcast_clouds,76.75,93.42,0.0,23.5,c04n,804
2017-10-19,2017-10-20,Overcast_clouds,60.7,82.5,0.0,27.6,c04d,804
2017-10-20,2017-10-21,Overcast_clouds,79.25,75.75,0.0,22.5,c04n,804
2017-10-21,2017-10-22,Overcast_clouds,70.14,80.57,0.0,26.0,c04d,804
2017-10-22,2017-10-23,Overcast_clouds,68.55,88.41,0.0,25.86,c04n,804
2017-10-23,2017-10-24,Overcast_clouds,72.5,83.88,0.0,24.0,c04n,804
2017-10-24,2017-10-25,Overcast_clouds,65.96,86.33,0.0,26.58,c04n,804
2017-10-25,2017-10-26,Overcast_clouds,72.0,90.36,0.0,24.91,c04n,804
2017-10-26,2017-10-27,Overcast_clouds,72.44,86.19,0.0,24.38,c04n,804
2017-10-27,2017-10-28,Overcast_clouds,69.54,86.38,0.0,25.54,c04n,804
2017-10-28,2017-10-29,Overcast_clouds,71.05,82.74,0.0,24.74,c04n,804
2017-10-29,2017-10-30,Overcast_clouds,69.74,78.63,0.0,25.68,c04n,804
2017-10-30,2017-10-31,Overcast_clouds,79.0,85.9,0.0,23.3,c04n,804
