time_start,time_end,cloud_description,relative_humidity,clouds,precip,temperature,icon,code
2019-10-01,2019-10-02,Overcast_clouds,70.95,83.3,0.0,24.55,c04n,804
2019-10-02,2019-10-03,Overcast_clouds,75.75,83.69,0.0,23.56,c04n,804
2019-10-03,2019-10-04,Overcast_clouds,79.62,78.38,0.0,22.88,c04n,804
2019-10-04,2019-10-05,Overcast_clouds,73.19,85.06,0.0,24.88,c04n,804
2019-10-05,2019-10-06,Overcast_clouds,,,,,,
2019-10-06,2019-10-07,Overcast_clouds,76.64,82.86,0.0,23.43,c04n,804
2019-10-07,2019-10-08,Overcast_clouds,74.54,83.92,0.0,24.38,c04n,804
2019-10-08,2019-10-09,Overcast_clouds,82.0,86.44,0.0,21.44,c04n,804
2019-10-09,2019-10-10,Overcast_clouds,83.0,78.5,0.0,22.0,c04n,804
2019-10-10,2019-10-11,Overcast_clouds,70.25,80.62,0.0,26.0,c04d,804
2019-10-11,2019-10-12,Overcast_clouds,80.0,81.2,0.0,22.6,c04n,804
2019-10-12,2019-10-13,Overcast_clouds,68.92,82.25,0.0,24.83,c04n,804
2019-10-13,2019-10-14,Overcast_clouds,78.0,82.5,0.0,22.0,c04n,804
2019-10-14,2019-10-15,Overcast_clouds,79.17,75.83,0.0,22.83,c04n,804
2019-10-15,2019-10-16,Overcast_clouds,75.9,86.75,0.0,23.95,c04n,804
2019-10-16,2019-10-17,Overcast_clouds,73.82,89.76,0.0,24.59,c04n,804
2019-10-17,2019-10-18,Overcast_clouds,70.75,73.5,0.0,25.5,c04d,804
2019-10-18,2019-10-19,Overcast_clouds,81.6,78.0,0.0,22.5,c04n,804
2019-10-19,2019-10-20,Overcast_clouds,68.89,85.44,0.0,25.72,c04n,804
2019-10-20,2019-10-21,Overcast_clouds,68.62,88.38,0.0,26.05,c04n,804
2019-10-21,2019-10-22,Overcast_clouds,65.33,78.5,0.0,27.17,c04d,804
2019-10-22,2019-10-23,Overcast_clouds,77.67,79.67,0.0,23.22,c04n,804
2019-10-23,2019-10-24,Overcast_clouds,74.62,82.88,0.0,23.75,c04n,804
2019-10-24,2019-10-25,Overcast_clouds,75.79,77.21,0.0,23.0,c04n,804
2019-10-25,2019-10-26,Overcast_clouds,76.86,82.86,0.0,23.57,c04n,804
2019-10-26,2019-10-27,Overcast_clouds,90.0,71.0,0.0,21.0,c04d,804
2019-10-27,2019-10-28,Overcast_clouds,76.89,92.94,0.0,24.83,c04n,804
2019-10-28,2019-10-29,Overcast_clouds,76.2,86.8,0.0,24.65,c04n,804
2019-10-29,2019-10-30,Overcast_clouds,,,,,,
2019-10-30,2019-10-31,Overcast_clouds,74.33,83.17,0.0,23.67,c04n,804
2019-10-31,2019-11-01,Overcast_clouds,75.2,76.6,0.0,23.8,c04n,804
2019-11-01,2019-11-02,Overcast_clouds,69.64,83.57,0.0,25.14,c04n,804
2019-11-02,2019-11-03,Overcast_clouds,73.7,85.2,0.0,24.1,c04n,804
2019-11-03,2019-11-04,Overcast_clouds,75.68,93.58,0.0,24.74,c04n,804
2019-11-04,2019-11-05,Overcast_clouds,79.73,86.73,0.0,23.73,c04n,804
2019-11-05,2019-11-06,Overcast_clouds,78.8,82.2,0.0,23.8,c04n,804
2019-11-06,2019-11-07,Overcast_clouds,76.33,92.0,0.0,23.67,c04n,804
2019-11-07,2019-11-08,Overcast_clouds,70.81,90.67,0.0,25.52,c04n,804
2019-11-08,2019-11-09,Overcast_clouds,71.0,81.2,0.0,25.1,c04n,804
2019-11-09,2019-11-10,Overcast_clouds,59.0,77.0,0.0,30.0,c04d,804
2019-11-10,2019-11-11,Overcast_clouds,75.4,81.8,0.0,24.5,c04n,804
2019-11-11,2019-11-12,Overcast_clouds,70.94,91.5,0.0,25.11,c04n,804
2019-11-12,2019-11-13,Overcast_clouds,70.14,82.36,0.0,25.5,c04n,804
2019-11-13,2019-11-14,Overcast_clouds,68.15,84.0,0.0,26.15,c04n,804
2019-11-14,2019-11-15,Overcast_clouds,76.0,87.31,0.0,24.5,c04n,804
2019-11-15,2019-11-16,Overcast_clouds,74.83,85.96,0.0,25.08,c04n,804
2019-11-16,2019-11-17,Overcast_clouds,81.33,81.0,0.0,23.33,c04n,804
2019-11-17,2019-11-18,Overcast_clouds,75.14,80.29,0.0,25.0,c04n,804
2019-11-18,2019-11-19,Overcast_clouds,71.7,86.05,0.0,25.7,c04n,804
2019-11-19,2019-11-20,Overcast_clouds,73.71,93.62,0.0,25.42,c04n,804
2019-11-20,2019-11-21,Overcast_clouds,84.11,88.56,0.0,23.44,c04n,804
2019-11-21,2019-11-22,Overcast_clouds,77.58,88.33,0.0,25.08,c04n,804
2019-11-22,2019-11-23,Overcast_clouds,82.12,94.88,0.0,24.12,c04n,804
2019-11-23,2019-11-24,Overcast_clouds,74.32,84.16,0.0,25.11,c04n,804
2019-11-24,2019-11-25,Overcast_clouds,78.55,78.55,0.0,24.27,c04n,804
2019-11-25,2019-11-26,Overcast_clouds,76.18,87.45,0.0,24.36,c04n,804
2019-11-26,2019-11-27,Overcast_clouds,72.8,79.2,0.0,26.0,c04n,804
2019-11-27,2019-11-28,Overcast_clouds,68.84,86.58,0.0,26.26,c04n,804
2019-11-28,2019-11-29,Overcast_clouds,71.68,86.11,0.0,25.79,c04n,804
2019-11-29,2019-11-30,Overcast_clouds,69.47,87.53,0.0,26.67,c04n,804
2019-11-30,2019-12-01,Overcast_clouds,78.0,80.67,0.0,24.67,c04d,804
2019-12-01,2019-12-02,Overcast_clouds,71.45,84.23,0.0,26.36,c04n,804
2019-12-02,2019-12-03,Overcast_clouds,76.57,82.0,0.0,24.86,c04n,804
2019-12-03,2019-12-04,Overcast_clouds,73.89,86.06,0.0,25.44,c04n,804
2019-12-04,2019-12-05,Overcast_clouds,69.92,77.77,0.0,25.69,c04n,804
2019-12-05,2019-12-06,Overcast_clouds,74.0,85.23,0.0,24.69,c04n,804
2019-12-06,2019-12-07,Overcast_clouds,72.32,84.89,0.0,25.63,c04n,804
2019-12-07,2019-12-08,Overcast_clouds,74.29,82.14,0.0,25.36,c04n,804
2019-12-08,2019-12-09,Overcast_clouds,78.29,92.29,0.0,25.33,c04n,804
2019-12-09,2019-12-10,Overcast_clouds,72.88,89.29,0.0,25.67,c04n,804
2019-12-10,2019-12-11,Overcast_clouds,67.12,92.38,0.0,27.0,c04n,804
2019-12-11,2019-12-12,Overcast_clouds,69.54,93.33,0.0,25.54,c04n,804
2019-12-12,2019-12-13,Overcast_clouds,75.12,80.88,0.0,24.25,c04n,804
2019-12-13,2019-12-14,Overcast_clouds,70.39,80.39,0.0,25.5,c04n,804
2019-12-14,2019-12-15,Overcast_clouds,70.9,83.4,0.0,26.1,c04n,804
2019-12-15,2019-12-16,Overcast_clouds,65.63,84.84,0.0,26.37,c04n,804
2019-12-16,2019-12-17,Overcast_clouds,66.0,86.94,0.0,26.88,c04n,804
2019-12-17,2019-12-18,Overcast_clouds,66.96,94.25,0.0,25.96,c04n,804
2019-12-18,2019-12-19,Overcast_clouds,77.0,88.56,0.0,22.78,c04n,804
2019-12-19,2019-12-20,Overcast_clouds,63.75,90.71,0.0,26.88,c04n,804
2019-12-20,2019-12-21,Overcast_clouds,63.43,89.86,0.0,25.57,c04n,804
2019-12-21,2019-12-22,Overcast_clouds,69.25,89.5,0.0,25.25,c04n,804
2019-12-22,2019-12-23,Overcast_clouds,64.0,90.5,0.0,26.5,c04n,804
2019-12-23,2019-12-24,Overcast_clouds,62.08,90.79,0.0,27.71,c04n,804
2019-12-24,2019-12-25,Overcast_clouds,62.0,93.9,0.0,27.67,c04n,804
2019-12-25,2019-12-26,Overcast_clouds,67.64,83.64,0.0,26.29,c04n,804
2019-12-26,2019-12-27,Overcast_clouds,63.6,85.2,0.0,27.0,c04n,804
