time_start,time_end,cloud_description,relative_humidity,clouds,precip,temperature,icon,code
2019-10-01,2019-10-02,Broken_clouds,51.25,66.0,0.0,31.25,c03d,803
2019-10-02,2019-10-03,Broken_clouds,59.88,51.88,0.0,28.12,c03d,803
2019-10-03,2019-10-04,Broken_clouds,72.81,64.69,0.0,25.19,c03d,803
2019-10-04,2019-10-05,Broken_clouds,64.5,51.83,0.0,27.33,c03d,803
2019-10-05,2019-10-06,Broken_clouds,83.0,46.0,0.0,22.0,c03n,803
2019-10-06,2019-10-07,Broken_clouds,63.12,55.25,0.0,28.25,c03n,803
2019-10-07,2019-10-08,Broken_clouds,74.14,52.43,0.0,24.0,c03d,803
2019-10-08,2019-10-09,Broken_clouds,68.46,52.92,0.0,25.85,c03n,803
2019-10-09,2019-10-10,Broken_clouds,77.2,47.6,0.0,23.4,c03n,803
2019-10-10,2019-10-11,Broken_clouds,78.6,53.4,0.0,23.4,c03n,803
2019-10-11,2019-10-12,Broken_clouds,80.5,61.17,0.0,22.5,c03n,803
2019-10-12,2019-10-13,Broken_clouds,68.9,60.7,0.0,25.2,c03n,803
2019-10-13,2019-10-14,Broken_clouds,72.38,53.94,0.0,24.38,c03n,803
2019-10-14,2019-10-15,Broken_clouds,76.09,55.82,0.0,23.64,c03n,803
2019-10-15,2019-10-16,Broken_clouds,67.0,62.25,0.0,26.5,c03d,803
2019-10-16,2019-10-17,Broken_clouds,77.57,56.43,0.0,24.29,c03d,803
2019-10-17,2019-10-18,Broken_clouds,76.55,60.27,0.0,24.45,c03n,803
2019-10-18,2019-10-19,Broken_clouds,69.14,55.93,0.0,25.36,c03d,803
2019-10-19,2019-10-20,Broken_clouds,78.5,59.83,0.0,23.17,c03n,803
2019-10-20,2019-10-21,Broken_clouds,79.67,62.0,0.0,24.0,c03n,803
2019-10-21,2019-10-22,Broken_clouds,79.56,55.17,0.0,23.89,c03n,803
2019-10-22,2019-10-23,Broken_clouds,79.33,58.25,0.0,23.83,c03n,803
2019-10-23,2019-10-24,Broken_clouds,73.88,55.38,0.0,24.75,c03d,803
2019-10-24,2019-10-25,Broken_clouds,62.6,57.4,0.0,27.5,c03d,803
2019-10-25,2019-10-26,Broken_clouds,72.0,50.92,0.0,24.92,c03n,803
2019-10-26,2019-10-27,Broken_clouds,83.0,59.33,0.0,22.5,c03n,803
2019-10-27,2019-10-28,Broken_clouds,69.0,59.5,0.0,26.5,c03n,803
2019-10-28,2019-10-29,Broken_clouds,68.25,55.5,0.0,26.75,c03d,803
2019-10-29,2019-10-30,Broken_clouds,78.0,54.0,0.0,22.75,c03n,803
2019-10-30,2019-10-31,Broken_clouds,64.14,58.21,0.0,27.43,c03n,803
2019-10-31,2019-11-01,Broken_clouds,64.76,48.0,0.0,27.65,c03n,803
2019-11-01,2019-11-02,Broken_clouds,61.71,52.86,0.0,28.57,c03n,803
2019-11-02,2019-11-03,Broken_clouds,70.0,52.89,0.0,26.0,c03d,803
2019-11-03,2019-11-04,Broken_clouds,78.0,64.2,0.0,24.0,c03n,803
2019-11-04,2019-11-05,Broken_clouds,69.5,58.0,0.0,26.5,c03d,803
2019-11-05,2019-11-06,Broken_clouds,64.31,57.15,0.0,27.62,c03n,803
2019-11-06,2019-11-07,Broken_clouds,79.0,56.0,0.0,24.14,c03n,803
2019-11-07,2019-11-08,Broken_clouds,76.33,66.67,0.0,23.67,c03n,803
2019-11-08,2019-11-09,Broken_clouds,72.82,53.64,0.0,25.27,c03n,803
2019-11-09,2019-11-10,Broken_clouds,74.71,58.29,0.0,24.57,c03n,803
2019-11-10,2019-11-11,Broken_clouds,75.73,62.45,0.0,24.55,c03n,803
2019-11-11,2019-11-12,Broken_clouds,73.5,56.67,0.0,24.0,c03d,803
2019-11-12,2019-11-13,Broken_clouds,77.0,59.5,0.0,23.33,c03n,803
2019-11-13,2019-11-14,Broken_clouds,76.25,57.75,0.0,23.62,c03n,803
2019-11-14,2019-11-15,Broken_clouds,62.57,60.71,0.0,28.0,c03d,803
2019-11-15,2019-11-16,Broken_clouds,,,,,,
2019-11-16,2019-11-17,Broken_clouds,77.25,52.75,0.0,24.12,c03n,803
2019-11-17,2019-11-18,Broken_clouds,72.5,54.2,0.0,25.6,c03n,803
2019-11-18,2019-11-19,Broken_clouds,76.33,56.33,0.0,24.67,c03n,803
2019-11-19,2019-11-20,Broken_clouds,,,,,,
2019-11-20,2019-11-21,Broken_clouds,76.67,52.33,0.0,25.5,c03n,803
2019-11-21,2019-11-22,Broken_clouds,78.22,60.22,0.0,24.89,c03d,803
2019-11-22,2019-11-23,Broken_clouds,72.57,52.79,0.0,25.5,c03n,803
2019-11-23,2019-11-24,Broken_clouds,61.0,58.2,0.0,28.4,c03d,803
2019-11-24,2019-11-25,Broken_clouds,69.45,53.55,0.0,26.18,c03d,803
2019-11-25,2019-11-26,Broken_clouds,65.33,54.83,0.0,27.17,c03d,803
2019-11-26,2019-11-27,Broken_clouds,75.29,49.14,0.0,24.86,c03n,803
2019-11-27,2019-11-28,Broken_clouds,65.0,55.0,0.0,28.2,c03n,803
2019-11-28,2019-11-29,Broken_clouds,65.0,67.6,0.0,27.6,c03d,803
2019-11-29,2019-11-30,Broken_clouds,62.78,59.22,0.0,27.33,c03d,803
2019-11-30,2019-12-01,Broken_clouds,76.94,59.31,0.0,24.75,c03n,803
2019-12-01,2019-12-02,Broken_clouds,56.5,65.5,0.0,30.5,c03d,803
2019-12-02,2019-12-03,Broken_clouds,65.13,57.8,0.0,27.8,c03n,803
